file,line,match,tag,snippet
app/careers/page.tsx,28,#efedea,,<main className="min-h-screen bg-[#efedea]">
app/careers/page.tsx,42,#231010,,<h1 className="font-display font-light text-[#231010] text-4xl md:text-5xl lg:text-6xl tracking-[-0.025em] mb-8">
app/careers/page.tsx,54,#231010,,<HeartIcon className="size-6 text-[#231010]/40" />
app/careers/page.tsx,56,#231010,,<h3 className="font-display text-xl font-light text-[#231010] tracking-tight">Purpose-Driven Work</h3>
app/careers/page.tsx,57,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,63,#231010,,<TrendingUpIcon className="size-6 text-[#231010]/40" />
app/careers/page.tsx,65,#231010,,<h3 className="font-display text-xl font-light text-[#231010] tracking-tight">Career Development</h3>
app/careers/page.tsx,66,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,72,#231010,,<UsersIcon className="size-6 text-[#231010]/40" />
app/careers/page.tsx,74,#231010,,<h3 className="font-display text-xl font-light text-[#231010] tracking-tight">Collaborative Environment</h3>
app/careers/page.tsx,75,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,81,#231010,,<GlobeIcon className="size-6 text-[#231010]/40" />
app/careers/page.tsx,83,#231010,,<h3 className="font-display text-xl font-light text-[#231010] tracking-tight">Global Reach</h3>
app/careers/page.tsx,84,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,95,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-4">Explore Career Areas</span>
app/careers/page.tsx,96,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">Find your place in our mission</p>
app/careers/page.tsx,118,#231010,,<h3 className="font-display text-xl md:text-2xl font-light text-[#231010] tracking-tight">
app/careers/page.tsx,121,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,146,#231010,,<h3 className="font-display text-xl md:text-2xl font-light text-[#231010] tracking-tight">
app/careers/page.tsx,149,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,174,#231010,,<h3 className="font-display text-xl md:text-2xl font-light text-[#231010] tracking-tight">
app/careers/page.tsx,177,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,188,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-4">Why Tiger BioSciences</span>
app/careers/page.tsx,192,#231010,,<ActivityIcon className="size-6 text-[#231010]/40" />
app/careers/page.tsx,194,#231010,,<h3 className="font-display text-lg font-light text-[#231010] tracking-tight">Health & Wellness</h3>
app/careers/page.tsx,195,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,201,#231010,,<DollarSignIcon className="size-6 text-[#231010]/40" />
app/careers/page.tsx,203,#231010,,<h3 className="font-display text-lg font-light text-[#231010] tracking-tight">Financial Security</h3>
app/careers/page.tsx,204,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,210,#231010,,<Building2Icon className="size-6 text-[#231010]/40" />
app/careers/page.tsx,212,#231010,,<h3 className="font-display text-lg font-light text-[#231010] tracking-tight">Modern Workplace</h3>
app/careers/page.tsx,213,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/careers/page.tsx,223,#e6e2dc,,<div className="rounded-[12px] bg-[#e6e2dc] p-12 md:p-16 text-center">
app/careers/page.tsx,224,#231010,,<h2 className="font-display text-3xl md:text-4xl font-light text-[#231010] tracking-tight">Ready to Join Our Team?</h2>
app/company/credo/page.tsx,44,#efedea | rgba(239;237;234;0.85) | rgba(239;237;234;0.4) | rgba(239;237;234;0) | linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85),,style={{ background: "linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85) 25%; rgba(239;237;234;0.4) 55%; rgba(239;237;234;0) 100%)" }}
app/company/credo/page.tsx,48,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010] mb-6">
app/company/credo/page.tsx,51,#231010,,<h1 className="font-display font-light text-[#231010] text-[80px] tracking-[-1.28px] leading-[0.9] mb-6">
app/company/credo/page.tsx,54,#231010,,<p className="text-[18px] font-light text-[#231010] leading-[1.6]">
app/company/credo/page.tsx,61,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/credo/page.tsx,70,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/company/credo/page.tsx,73,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] tracking-[-1px] leading-none">
app/company/credo/page.tsx,100,rgba(255;255;255;0.9) | rgba(215;212;208;0.6) | linear-gradient(145deg; rgba(255;255;255;0.9),,background: "linear-gradient(145deg; rgba(255;255;255;0.9); rgba(215;212;208;0.6))";
app/company/credo/page.tsx,101,rgba(0;0;0;0.08) | rgba(255;255;255;0.9) | rgba(255;255;255;0.8) | rgba(0;0;0;0.04),,boxShadow: "6px 6px 14px rgba(0;0;0;0.08); -6px -6px 14px rgba(255;255;255;0.9); inset 1px 1px 2px rgba(255;255;255;0.8); inset -1px -1px 2px rgba(0;0;0;0.04)";
app/company/credo/page.tsx,102,rgba(255;255;255;0.6),,border: "1px solid rgba(255;255;255;0.6)";
app/company/credo/page.tsx,108,#231010,,<h3 className="text-[15.3px] font-medium tracking-[0.4px] text-[#231010] leading-[24px]">
app/company/credo/page.tsx,111,#231010,,<p className="text-[12.8px] font-light text-[#231010] leading-[22.75px]">
app/company/credo/page.tsx,132,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/credo/page.tsx,135,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/company/credo/page.tsx,138,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] tracking-[-1px] leading-none">
app/company/credo/page.tsx,156,#231010,,<h3 className="font-display font-light text-[32px] text-[#231010] tracking-[-0.22px] leading-[28px]">
app/company/credo/page.tsx,159,#231010,,<p className="text-[13px] font-light text-[#231010] leading-[22.75px]">
app/company/credo/page.tsx,169,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/credo/page.tsx,172,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/company/credo/page.tsx,175,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] tracking-[-1px] leading-none">
app/company/credo/page.tsx,190,#231010,,<h3 className="text-[15.3px] font-medium tracking-[0.4px] text-[#231010] leading-[24px]">
app/company/credo/page.tsx,193,#231010,,<p className="text-[12.8px] font-light text-[#231010] leading-[22.75px]">
app/company/credo/page.tsx,203,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/credo/page.tsx,206,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/company/credo/page.tsx,209,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] tracking-[-1px] leading-none">
app/company/credo/page.tsx,225,#231010,,<div className="font-display font-light text-[clamp(36px;5vw;64px)] text-[#231010] leading-none mb-3">500K+</div>
app/company/credo/page.tsx,226,#231010,,<div className="text-[13px] font-light text-[#231010] leading-[22.75px]">Gifts entrusted to our care</div>
app/company/credo/page.tsx,254,#231010,,<div className="font-display font-light text-[clamp(36px;5vw;64px)] text-[#231010] leading-none mb-3">&infin;</div>
app/company/credo/page.tsx,255,#231010,,<div className="text-[13px] font-light text-[#231010] leading-[22.75px]">Lives touched by generosity</div>
app/company/credo/page.tsx,262,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/credo/page.tsx,265,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 leading-[15.3px]">
app/company/credo/page.tsx,268,#231010,,<h2 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] tracking-[-1px] leading-none">
app/company/credo/page.tsx,286,#231010 | #231010,,<h3 className="font-display font-light text-[32px] text-[#231010] tracking-[-0.22px] leading-[28px] group-hover:text-[#231010]/60 transition-colors">
app/company/credo/page.tsx,289,#231010,,<p className="text-[13px] font-light text-[#231010] leading-[22.75px]">
app/company/credo/page.tsx,292,#231010,,<div className="flex items-center text-[13.1px] font-medium text-[#231010] leading-[20px] transition-transform group-hover:translate-x-1">
app/company/donation/page.tsx,20,#efedea | rgba(239;237;234;0.85) | rgba(239;237;234;0.4) | rgba(239;237;234;0) | linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85),,style={{ background: "linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85) 25%; rgba(239;237;234;0.4) 55%; rgba(239;237;234;0) 100%)" }}
app/company/donation/page.tsx,24,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6">
app/company/donation/page.tsx,27,#231010,,<h1 className="font-display font-light text-[#231010] text-[80px] tracking-[-1.28px] leading-[0.9] mb-6">
app/company/donation/page.tsx,30,#231010,,<p className="text-[18px] font-light text-[#231010] leading-[1.6]">
app/company/donation/page.tsx,37,#efedea,,<section id="partners" className="bg-[#efedea] py-[144px]">
app/company/donation/page.tsx,58,#231010,,<h2 className="font-display font-light text-[32px] text-[#231010] tracking-[-0.22px] leading-[28px] mb-8">
app/company/donation/page.tsx,61,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] mb-8">
app/company/donation/page.tsx,64,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] mb-8">
app/company/donation/page.tsx,67,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/company/donation/page.tsx,90,#231010,,<h2 className="font-display font-light text-[32px] text-[#231010] tracking-[-0.22px] leading-[28px] mb-8">
app/company/donation/page.tsx,93,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] mb-8">
app/company/donation/page.tsx,96,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] mb-8">
app/company/donation/page.tsx,99,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/company/leadership/page.tsx,32,#231010,,<h1 className="font-display font-light text-[#231010] text-[64px] tracking-[-1px] leading-none">Leadership</h1>
app/company/leadership/page.tsx,33,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] max-w-3xl">
app/company/leadership/page.tsx,48,#efedea,,<div className="rounded-[12px] bg-[#efedea] py-8 pr-8 md:py-10 md:pr-10 transition-all duration-500 hover:-translate-y-1">
app/company/leadership/page.tsx,66,#231010,,<div className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-3">
app/company/leadership/page.tsx,69,#231010 | #231010,,<h3 className="font-display font-light text-[32px] tracking-[-0.22px] text-[#231010] group-hover:text-[#231010]/60 transition-colors mb-2">
app/company/leadership/page.tsx,72,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/company/leadership/page.tsx,76,#231010,,<p className="text-[13px] font-light text-[#231010] leading-[22.75px] line-clamp-3">
app/company/leadership/page.tsx,79,#231010,,<div className="inline-flex items-center gap-2 text-[13px] font-medium text-[#231010]">
app/company/leadership/page.tsx,103,#231010 | #fbfcff,,? "bg-[#231010] text-[#fbfcff]"
app/company/leadership/page.tsx,104,#231010 | #231010 | #231010 | #fbfcff,,: "border border-[#231010]/20 text-[#231010] hover:bg-[#231010] hover:text-[#fbfcff]"
app/company/leadership/page.tsx,140,#231010 | #231010,,<h3 className="font-display text-xl font-light tracking-tight text-[#231010] group-hover:text-[#231010]/60 transition-colors duration-300">
app/company/leadership/page.tsx,143,#231010,,<p className="text-[13px] text-[#231010] leading-relaxed font-light">
app/company/leadership/page.tsx,154,#231010,,<p className="text-[#231010] text-lg mb-4">No team members found in this department</p>
app/company/leadership/page.tsx,157,#231010,,className="text-[#231010] font-medium hover:underline text-sm"
app/company/overview/page.tsx,22,#efedea | rgba(239;237;234;0.85) | rgba(239;237;234;0.4) | rgba(239;237;234;0) | linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85),,style={{ background: "linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85) 25%; rgba(239;237;234;0.4) 55%; rgba(239;237;234;0) 100%)" }}
app/company/overview/page.tsx,26,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6">
app/company/overview/page.tsx,29,#231010,,<h1 className="font-display font-light text-[#231010] text-[80px] tracking-[-1.28px] leading-[0.9] mb-6">
app/company/overview/page.tsx,32,#231010,,<p className="text-[18px] font-light text-[#231010] leading-[1.6]">
app/company/overview/page.tsx,39,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/overview/page.tsx,48,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40">
app/company/overview/page.tsx,51,#231010,,<h2 className="font-display font-light text-[#231010] text-[64px] tracking-[-1px] leading-none">
app/company/overview/page.tsx,54,#231010,,<div className="space-y-6 text-[14.6px] font-light text-[#231010] leading-[26px]">
app/company/overview/page.tsx,67,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/overview/page.tsx,70,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40">
app/company/overview/page.tsx,73,#231010,,<h2 className="font-display font-light text-[#231010] text-[64px] tracking-[-1px] leading-none">
app/company/overview/page.tsx,104,#231010 | #231010,,<h3 className="font-display font-light text-[32px] text-[#231010] tracking-[-0.22px] leading-[28px] group-hover:text-[#231010]/60 transition-colors">
app/company/overview/page.tsx,107,#231010,,<p className="text-[13px] font-light text-[#231010] leading-[22.75px]">
app/company/overview/page.tsx,110,#231010,,<div className="inline-flex items-center gap-2 text-[13px] font-medium text-[#231010] transition-transform group-hover:translate-x-1">
app/company/overview/page.tsx,134,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/overview/page.tsx,137,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40">
app/company/overview/page.tsx,140,#231010,,<h2 className="font-display font-light text-[#231010] text-[64px] tracking-[-1px] leading-none">
app/company/overview/page.tsx,159,#231010,,<h3 className="font-display font-light text-[24px] text-[#231010] mb-4">{item.title}</h3>
app/company/overview/page.tsx,160,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px]">
app/company/overview/page.tsx,170,#efedea,,<section className="bg-[#efedea] py-[144px]">
app/company/overview/page.tsx,179,#231010,,<h2 className="font-display font-light text-[#231010] text-[64px] tracking-[-1px] leading-none mb-8">
app/contact/page.tsx,42,#efedea,,<main className="bg-[#efedea] min-h-screen">
app/contact/page.tsx,46,#231010,,<h1 className="font-display font-light text-[#231010] text-4xl md:text-5xl mb-4">Contact Our Team</h1>
app/contact/page.tsx,47,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] max-w-2xl">
app/contact/page.tsx,55,#fbfcff,,<div className="rounded-[12px] bg-[#fbfcff] p-8">
app/contact/page.tsx,56,#231010,,<h2 className="font-display text-2xl font-light text-[#231010] mb-6">Send us a message</h2>
app/contact/page.tsx,153,#231010,,<p className="text-xs text-[#231010]/50 text-center mt-4">
app/contact/page.tsx,163,#fbfcff,,<div className="rounded-[12px] bg-[#fbfcff] p-6">
app/contact/page.tsx,165,#231010,,<div className="size-10 rounded-[8px] bg-[#231010]/5 flex items-center justify-center flex-shrink-0">
app/contact/page.tsx,166,#231010,,<MapPinIcon className="size-5 text-[#231010]/40" />
app/contact/page.tsx,169,#231010,,<h3 className="font-display font-light text-[#231010] mb-2">Headquarters</h3>
app/contact/page.tsx,170,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px]">
app/contact/page.tsx,180,#fbfcff,,<div className="rounded-[12px] bg-[#fbfcff] p-6">
app/contact/page.tsx,182,#231010,,<div className="size-10 rounded-[8px] bg-[#231010]/5 flex items-center justify-center flex-shrink-0">
app/contact/page.tsx,183,#231010,,<PhoneIcon className="size-5 text-[#231010]/40" />
app/contact/page.tsx,186,#231010,,<h3 className="font-display font-light text-[#231010] mb-2">Phone</h3>
app/contact/page.tsx,189,#231010 | #231010,,className="text-[14.6px] font-light text-[#231010]/70 hover:text-[#231010] transition-colors"
app/contact/page.tsx,193,#231010,,<p className="text-xs text-[#231010]/50 mt-1">
app/contact/page.tsx,201,#fbfcff,,<div className="rounded-[12px] bg-[#fbfcff] p-6">
app/contact/page.tsx,203,#231010,,<div className="size-10 rounded-[8px] bg-[#231010]/5 flex items-center justify-center flex-shrink-0">
app/contact/page.tsx,204,#231010,,<MapPinIcon className="size-5 text-[#231010]/40" />
app/contact/page.tsx,207,#231010,,<h3 className="font-display font-light text-[#231010] mb-2">International Office</h3>
app/contact/page.tsx,208,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px] mb-3">
app/contact/page.tsx,216,#231010 | #231010,,className="text-[14.6px] font-light text-[#231010]/70 hover:text-[#231010] transition-colors flex items-center gap-2"
app/contact/page.tsx,226,#fbfcff,,<div className="rounded-[12px] bg-[#fbfcff] p-6">
app/contact/page.tsx,227,#231010,,<h3 className="font-display font-light text-[#231010] mb-3">Quick Links</h3>
app/contact/page.tsx,229,#231010 | #231010,,<Link href="/careers" className="block text-[#231010]/60 hover:text-[#231010] transition-colors cursor-pointer">
app/contact/page.tsx,232,#231010 | #231010,,<Link href="/press" className="block text-[#231010]/60 hover:text-[#231010] transition-colors cursor-pointer">
app/contact/page.tsx,235,#231010 | #231010,,<Link href="/company/overview" className="block text-[#231010]/60 hover:text-[#231010] transition-colors cursor-pointer">
app/contact/page.tsx,238,#231010 | #231010,,<Link href="/products" className="block text-[#231010]/60 hover:text-[#231010] transition-colors cursor-pointer">
app/globals.css,44,rgba(232; 232; 237; 0.4),,background: rgba(232; 232; 237; 0.4);
app/globals.css,65,#231010 | #535457 | #231010 | linear-gradient(105deg; #231010 40%; #535457 50%; #231010 60%),,background: linear-gradient(105deg; #231010 40%; #535457 50%; #231010 60%);
app/globals.css,76,rgba(255;255;255;0.9) | rgba(215;212;208;0.6) | linear-gradient(145deg; rgba(255;255;255;0.9),,background: linear-gradient(145deg; rgba(255;255;255;0.9); rgba(215;212;208;0.6));
app/globals.css,78,rgba(0;0;0;0.08),,6px 6px 14px rgba(0;0;0;0.08);
app/globals.css,79,rgba(255;255;255;0.9),,-6px -6px 14px rgba(255;255;255;0.9);
app/globals.css,80,rgba(255;255;255;0.8),,inset 1px 1px 2px rgba(255;255;255;0.8);
app/globals.css,81,rgba(0;0;0;0.04),,inset -1px -1px 2px rgba(0;0;0;0.04);
app/globals.css,82,rgba(255;255;255;0.6),,border: 1px solid rgba(255;255;255;0.6);
app/globals.css,85,rgba(255;255;255;0.85) | rgba(215;212;208;0.5) | linear-gradient(145deg; rgba(255;255;255;0.85),,background: linear-gradient(145deg; rgba(255;255;255;0.85); rgba(215;212;208;0.5));
app/globals.css,87,rgba(0;0;0;0.06),,3px 3px 8px rgba(0;0;0;0.06);
app/globals.css,88,rgba(255;255;255;0.85),,-3px -3px 8px rgba(255;255;255;0.85);
app/globals.css,89,rgba(255;255;255;0.7),,inset 1px 1px 1px rgba(255;255;255;0.7);
app/globals.css,90,rgba(0;0;0;0.03),,inset -1px -1px 1px rgba(0;0;0;0.03);
app/globals.css,91,rgba(255;255;255;0.5),,border: 1px solid rgba(255;255;255;0.5);
app/globals.css,94,rgba(255;255;255;0.92) | rgba(215;212;208;0.55) | linear-gradient(145deg; rgba(255;255;255;0.92),,background: linear-gradient(145deg; rgba(255;255;255;0.92); rgba(215;212;208;0.55));
app/globals.css,96,rgba(0;0;0;0.07),,10px 10px 24px rgba(0;0;0;0.07);
app/globals.css,97,rgba(255;255;255;0.95),,-10px -10px 24px rgba(255;255;255;0.95);
app/globals.css,98,rgba(255;255;255;0.85),,inset 2px 2px 3px rgba(255;255;255;0.85);
app/globals.css,99,rgba(0;0;0;0.04),,inset -2px -2px 3px rgba(0;0;0;0.04);
app/globals.css,100,rgba(255;255;255;0.65),,border: 1px solid rgba(255;255;255;0.65);
app/globals.css,103,rgba(210;208;204;0.4) | rgba(240;238;235;0.3) | linear-gradient(145deg; rgba(210;208;204;0.4),,background: linear-gradient(145deg; rgba(210;208;204;0.4); rgba(240;238;235;0.3));
app/globals.css,105,rgba(0;0;0;0.06),,inset 3px 3px 8px rgba(0;0;0;0.06);
app/globals.css,106,rgba(255;255;255;0.7),,inset -3px -3px 8px rgba(255;255;255;0.7);
app/globals.css,107,rgba(255;255;255;0.3),,border: 1px solid rgba(255;255;255;0.3);
app/globals.css,125,#f6f2eb,,background-color: #f6f2eb;
app/globals.css,384,rgba(0;0;0;0.95),,--text-95: rgba(0;0;0;0.95);
app/globals.css,385,rgba(0;0;0;0.70),,--text-70: rgba(0;0;0;0.70);
app/globals.css,386,rgba(0;0;0;0.60),,--text-60: rgba(0;0;0;0.60);
app/globals.css,387,rgba(0;0;0;0.50),,--text-50: rgba(0;0;0;0.50);
app/globals.css,616,rgba(255; 255; 255; 0.08),,rgba(255; 255; 255; 0.08);
app/globals.css,617,rgba(255; 255; 255; 0.25),,rgba(255; 255; 255; 0.25);
app/globals.css,618,rgba(255; 255; 255; 0.08),,rgba(255; 255; 255; 0.08)
app/globals.css,626,rgba(0; 0; 0; 0.05),,inset 0 0.125em 0.125em rgba(0; 0; 0; 0.05);
app/globals.css,627,rgba(255; 255; 255; 0.5),,inset 0 -0.125em 0.125em rgba(255; 255; 255; 0.5);
app/globals.css,628,rgba(255; 255; 255; 0.3),,0 0 1.5em rgba(255; 255; 255; 0.3);
app/globals.css,635,rgba(255; 255; 255; 0.3),,rgba(255; 255; 255; 0.3) 50%;
app/globals.css,654,rgb(213; 16; 31),,rgb(213; 16; 31);
app/globals.css,655,rgb(180; 13; 26),,rgb(180; 13; 26);
app/globals.css,656,rgb(213; 16; 31),,rgb(213; 16; 31)
app/globals.css,658,rgba(255; 255; 255; 0.2),,border-color: rgba(255; 255; 255; 0.2);
app/globals.css,665,rgb(230; 18; 33),,rgb(230; 18; 33);
app/globals.css,666,rgb(213; 16; 31),,rgb(213; 16; 31);
app/globals.css,667,rgb(230; 18; 33),,rgb(230; 18; 33)
app/globals.css,670,rgba(0; 0; 0; 0.1),,inset 0 0.125em 0.125em rgba(0; 0; 0; 0.1);
app/globals.css,671,rgba(255; 255; 255; 0.2),,inset 0 -0.125em 0.125em rgba(255; 255; 255; 0.2);
app/home-old/page.tsx,213,bg-amber-900,,<div className="absolute inset-0 bg-amber-900/10 mix-blend-multiply" />
app/page.tsx,170,#df512b,,brandColor: "#df512b";
app/page.tsx,183,#d2a62c,,brandColor: "#d2a62c";
app/page.tsx,196,#4774aa,,brandColor: "#4774aa";
app/page.tsx,239,#efedea | rgba(239;237;234;0.85) | rgba(239;237;234;0.4) | rgba(239;237;234;0) | linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85),,background: "linear-gradient(to top; #efedea 0%; rgba(239;237;234;0.85) 25%; rgba(239;237;234;0.4) 55%; rgba(239;237;234;0) 100%)"
app/page.tsx,249,#231010,,className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/70"
app/page.tsx,257,#231010,,<h1 className="font-display font-light text-[#231010] tracking-[-1.28px] leading-[0.88]" style={{ fontSize: "clamp(44px; 5.5vw; 80px)" }}>
app/page.tsx,272,#231010,,className="text-[16px] font-light text-[#231010]/80 leading-[1.7] max-w-[460px]"
app/page.tsx,298,#efedea,,<section className="relative bg-[#efedea] py-[144px]">
app/page.tsx,302,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]">
app/page.tsx,306,#231010,,<h2 className="font-display font-light text-[#231010] tracking-[-1px] leading-none" style={{ fontSize: "clamp(36px; 4.5vw; 64px)" }}>
app/page.tsx,330,rgba(255;255;255;0.9) | rgba(215;212;208;0.6) | linear-gradient(145deg; rgba(255;255;255;0.9),,background: "linear-gradient(145deg; rgba(255;255;255;0.9); rgba(215;212;208;0.6))";
app/page.tsx,331,rgba(0;0;0;0.08) | rgba(255;255;255;0.9) | rgba(255;255;255;0.8) | rgba(0;0;0;0.04),,boxShadow: "6px 6px 14px rgba(0;0;0;0.08); -6px -6px 14px rgba(255;255;255;0.9); inset 1px 1px 2px rgba(255;255;255;0.8); inset -1px -1px 2px rgba(0;0;0;0.04)";
app/page.tsx,332,rgba(255;255;255;0.6),,border: "1px solid rgba(255;255;255;0.6)";
app/page.tsx,335,#231010,,<pillar.icon className="size-7 text-[#231010]/70" />
app/page.tsx,338,#231010,,<h3 className="text-[15.3px] font-medium tracking-[0.4px] text-[#231010]">
app/page.tsx,341,#231010,,<p className="text-[12.8px] font-light text-[#231010] leading-[22.75px]">
app/page.tsx,351,#efedea,,<section className="relative bg-[#efedea] pt-24 pb-36">
app/page.tsx,355,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]">
app/page.tsx,432,#231010,,<h3 className="font-display font-light text-[#231010] tracking-[-1px]" style={{ fontSize: "clamp(32px; 3.3vw; 47.5px)"; lineHeight: "57.5px" }}>
app/page.tsx,438,#231010,,<p className="text-[14.5px] font-light text-[#231010] leading-[26px]">
app/page.tsx,445,#231010,,<h4 className="text-[13.8px] font-medium tracking-[0.35px] uppercase text-[#231010]">Companies</h4>
app/page.tsx,448,#231010,,<div key={company} className="text-[12.9px] font-light text-[#231010] leading-[20px]">
app/page.tsx,469,#efedea,,<section className="relative bg-[#efedea] py-[144px]">
app/page.tsx,471,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010] mb-8">
app/page.tsx,475,#231010,,<h2 className="font-display font-light text-[#231010] tracking-[-1px] leading-[57.5px] mb-8" style={{ fontSize: "clamp(36px; 3.3vw; 47.5px)" }}>
app/page.tsx,491,#efedea,,<section className="relative bg-[#efedea] py-[144px]">
app/page.tsx,509,#231010,,<span className="inline-block text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010] mb-6">
app/page.tsx,513,#231010,,<h2 className="font-display font-light text-[#231010] tracking-[-1px] leading-none mb-8 max-w-[576px]" style={{ fontSize: "clamp(36px; 4.5vw; 64px)" }}>
app/page.tsx,517,#231010,,<p className="text-[18.1px] font-light text-[#231010] leading-[32.5px] max-w-3xl mb-3">
app/page.tsx,530,rgba(255;255;255;0.9) | rgba(215;212;208;0.6) | linear-gradient(145deg; rgba(255;255;255;0.9),,background: "linear-gradient(145deg; rgba(255;255;255;0.9); rgba(215;212;208;0.6))";
app/page.tsx,531,rgba(0;0;0;0.08) | rgba(255;255;255;0.9) | rgba(255;255;255;0.8) | rgba(0;0;0;0.04),,boxShadow: "6px 6px 14px rgba(0;0;0;0.08); -6px -6px 14px rgba(255;255;255;0.9); inset 1px 1px 2px rgba(255;255;255;0.8); inset -1px -1px 2px rgba(0;0;0;0.04)";
app/page.tsx,532,rgba(255;255;255;0.6),,border: "1px solid rgba(255;255;255;0.6)";
app/page.tsx,550,#231010,,<h3 className="font-display font-light text-[#231010] text-[26px] tracking-[-0.26px] leading-[33.8px]">
app/page.tsx,554,#231010,,<p className="text-[12.9px] font-light text-[#231010] leading-[22.75px]">
app/page.tsx,582,rgba(221;216;208;0) | rgb(221;216;208) | linear-gradient(217deg; rgba(221;216;208;0),,"linear-gradient(217deg; rgba(221;216;208;0) 63.1%; rgb(221;216;208) 88.6%)"
